,Application#,Application Type,Date,Status,ProjectName
77,13 273059 HVA 00,Mechanical(MS),"Dec 3, 2013",Inspection,2 BLOOR ST E
78,13 185006 FSU 00,Fire/Security Upgrade,"Jun 10, 2013",Permit Issued,2 BLOOR ST E
0,22 241520 SGN 00,Sign Permit,"Jan 3, 2023",Permit Issued,2 BLOOR ST W
1,22 241520 DST 00,Designated Structures,"Dec 22, 2022",Permit Issued,2 BLOOR ST W
2,22 219822 HVA 00,Mechanical(MS),"Nov 1, 2022",Inspection,2 BLOOR ST W
3,22 219822 PLB 00,Plumbing(PS),"Nov 1, 2022",Inspection,2 BLOOR ST W
4,22 219822 BLD 00,Building Additions/Alterations,"Oct 31, 2022",Inspection,2 BLOOR ST W
5,22 106150 HVA 00,Mechanical(MS),"Jan 26, 2022",Inspection,2 BLOOR ST W
6,22 106150 PLB 00,Plumbing(PS),"Jan 26, 2022",Permit Issued,2 BLOOR ST W
7,22 106150 DRN 00,Drain and Site Service,"Jan 26, 2022",Inspection,2 BLOOR ST W
8,22 106150 BLD 00,Building Additions/Alterations,"Jan 25, 2022",Inspection,2 BLOOR ST W
9,20 123637 BLD 00,Building Additions/Alterations,"Mar 9, 2020",Permit Issued,2 BLOOR ST W
10,18 181551 BLD 01,Building Additions/Alterations,"Feb 20, 2020",Revision Issued,2 BLOOR ST W
11,18 181551 HVA 01,Mechanical(MS),"Feb 20, 2020",Revision Issued,2 BLOOR ST W
12,19 177337 HVA 00,Mechanical(MS),"Jul 2, 2019",Inspection,2 BLOOR ST W
13,19 177337 BLD 00,Building Additions/Alterations,"Jun 24, 2019",Inspection,2 BLOOR ST W
14,18 214433 PSA 00,Plumbing(PS),"Aug 23, 2018",Permit Issued,2 BLOOR ST W
15,18 181551 HVA 00,Mechanical(MS),"Jun 22, 2018",Inspection,2 BLOOR ST W
16,18 181551 BLD 00,Building Additions/Alterations,"Jun 21, 2018",Inspection,2 BLOOR ST W
17,17 159404 BLD 00,Building Additions/Alterations,"May 15, 2017",Inspection,2 BLOOR ST W
18,17 159404 HVA 00,Mechanical(MS),"May 15, 2017",Inspection,2 BLOOR ST W
19,17 134412 HVA 00,Mechanical(MS),"Apr 25, 2017",Permit Issued,2 BLOOR ST W
20,17 134412 BLD 00,Building Additions/Alterations,"Apr 18, 2017",Inspection,2 BLOOR ST W
0,22 230162 BLD 00,Building Additions/Alterations,"Nov 18, 2022",Under Review,19 BLOOR ST W
1,21 226513 BLD 00,Building Additions/Alterations,"Nov 19, 2021",Permit Issued,19 BLOOR ST W
2,21 226513 HVA 00,Mechanical(MS),"Nov 19, 2021",Permit Issued,19 BLOOR ST W
0,18 119017 BLD 00,Building Additions/Alterations,"Feb 20, 2018",Inspection,20 BLOOR ST E
1,18 119017 HVA 00,Mechanical(MS),"Feb 20, 2018",Inspection,20 BLOOR ST E
2,18 119017 PLB 00,Plumbing(PS),"Feb 20, 2018",Inspection,20 BLOOR ST E
3,17 263588 BLD 00,Building Additions/Alterations,"Nov 16, 2017",Inspection,20 BLOOR ST E
4,17 186642 BLD 00,Building Additions/Alterations,"Jul 4, 2017",Inspection,20 BLOOR ST E
0,22 236245 HVA 00,Mechanical(MS),"Jan 12, 2023",Permit Issued,31 BLOOR ST E
1,22 236245 PLB 00,Plumbing(PS),"Jan 12, 2023",Inspection,31 BLOOR ST E
2,22 147778 BLD 01,Building Additions/Alterations,"Dec 29, 2022",Revision Issued,31 BLOOR ST E
3,22 147778 HVA 01,Mechanical(MS),"Dec 29, 2022",Revision Issued,31 BLOOR ST E
4,22 236245 BLD 00,Building Additions/Alterations,"Dec 5, 2022",Permit Issued,31 BLOOR ST E
5,22 205414 HVA 01,Mechanical(MS),"Nov 30, 2022",Closed,31 BLOOR ST E
6,22 214146 HVA 00,Mechanical(MS),"Oct 13, 2022",Permit Issued,31 BLOOR ST E
7,22 214146 PLB 00,Plumbing(PS),"Oct 13, 2022",Permit Issued,31 BLOOR ST E
8,22 214146 BLD 00,Building Additions/Alterations,"Oct 12, 2022",Permit Issued,31 BLOOR ST E
9,22 211224 BLD 00,Building Additions/Alterations,"Oct 7, 2022",Permit Issued,31 BLOOR ST E
10,22 205414 BLD 00,Building Additions/Alterations,"Sep 29, 2022",Inspection,31 BLOOR ST E
11,22 205414 HVA 00,Mechanical(MS),"Sep 29, 2022",Closed,31 BLOOR ST E
12,22 147778 BLD 00,Building Additions/Alterations,"May 18, 2022",Permit Issued,31 BLOOR ST E
13,22 147778 HVA 00,Mechanical(MS),"May 18, 2022",Permit Issued,31 BLOOR ST E
14,22 147778 PLB 00,Plumbing(PS),"May 18, 2022",Permit Issued,31 BLOOR ST E
15,22 138461 BLD 00,Building Additions/Alterations,"Apr 29, 2022",Permit Issued,31 BLOOR ST E
16,22 138461 HVA 00,Mechanical(MS),"Apr 29, 2022",Permit Issued,31 BLOOR ST E
17,22 138461 PLB 00,Plumbing(PS),"Apr 29, 2022",Permit Issued,31 BLOOR ST E
18,20 113004 BLD 01,Building Additions/Alterations,"Feb 10, 2022",Revision Issued,31 BLOOR ST E
19,20 113004 HVA 01,Mechanical(MS),"Feb 10, 2022",Revision Issued,31 BLOOR ST E
20,21 125359 FSU 00,Fire/Security Upgrade,"Mar 11, 2021",Permit Issued,31 BLOOR ST E
21,20 207251 BLD 00,Building Additions/Alterations,"Oct 19, 2020",Inspection,31 BLOOR ST E
22,20 207251 HVA 00,Mechanical(MS),"Oct 19, 2020",Permit Issued,31 BLOOR ST E
23,20 162133 BLD 00,Building Additions/Alterations,"Jul 16, 2020",Inspection,31 BLOOR ST E
24,20 153536 SGN 00,Sign Permit,"Jun 8, 2020",Inspection,31 BLOOR ST E
25,20 153536 DST 00,Designated Structures,"Jun 8, 2020",Inspection,31 BLOOR ST E
26,20 121817 HVA 00,Mechanical(MS),"Mar 6, 2020",Permit Issued,31 BLOOR ST E
27,20 121817 PLB 00,Plumbing(PS),"Mar 6, 2020",Permit Issued,31 BLOOR ST E
28,20 113004 BLD 00,Building Additions/Alterations,"Feb 6, 2020",Work Not Started,31 BLOOR ST E
29,20 113004 HVA 00,Mechanical(MS),"Feb 6, 2020",Permit Issued,31 BLOOR ST E
30,20 113004 PLB 00,Plumbing(PS),"Feb 6, 2020",Permit Issued,31 BLOOR ST E
31,18 158479 FSU 00,Fire/Security Upgrade,"Jun 13, 2018",Permit Issued,31 BLOOR ST E
32,18 110728 BLD 00,Building Additions/Alterations,"Jan 29, 2018",Permit Issued,31 BLOOR ST E
33,17 253672 FSU 00,Fire/Security Upgrade,"Oct 30, 2017",Inspection,31 BLOOR ST E
34,17 253304 BLD 00,Building Additions/Alterations,"Oct 25, 2017",Permit Issued,31 BLOOR ST E
35,17 253304 HVA 00,Mechanical(MS),"Oct 25, 2017",Permit Issued,31 BLOOR ST E
36,17 175954 BLD 01,Building Additions/Alterations,"Oct 11, 2017",Revision Issued,31 BLOOR ST E
37,17 143893 BLD 01,Building Additions/Alterations,"Sep 18, 2017",Revision Issued,31 BLOOR ST E
38,17 175954 BLD 00,Building Additions/Alterations,"Jun 8, 2017",Inspection,31 BLOOR ST E
39,17 175954 HVA 00,Mechanical(MS),"Jun 8, 2017",Inspection,31 BLOOR ST E
40,17 143893 HVA 00,Mechanical(MS),"Apr 19, 2017",Inspection,31 BLOOR ST E
41,17 143893 PLB 00,Plumbing(PS),"Apr 18, 2017",Inspection,31 BLOOR ST E
42,17 143893 BLD 00,Building Additions/Alterations,"Apr 13, 2017",Inspection,31 BLOOR ST E
43,17 102923 FSU 00,Fire/Security Upgrade,"Jan 11, 2017",Inspection,31 BLOOR ST E
44,16 271605 HVA 00,Mechanical(MS),"Jan 3, 2017",Inspection,31 BLOOR ST E
45,16 260809 BLD 00,Building Additions/Alterations,"Dec 6, 2016",Permit Issued,31 BLOOR ST E
46,16 115252 BLD 00,Building Additions/Alterations,"Feb 10, 2016",Permit Issued,31 BLOOR ST E
47,15 243478 BLD 00,Building Additions/Alterations,"Oct 30, 2015",Inspection,31 BLOOR ST E
48,15 243496 HVA 00,Mechanical(MS),"Oct 30, 2015",Permit Issued,31 BLOOR ST E
49,15 243496 BLD 00,Building Additions/Alterations,"Oct 29, 2015",Permit Issued,31 BLOOR ST E
50,15 215679 HVA 00,Mechanical(MS),"Sep 3, 2015",Permit Issued,31 BLOOR ST E
51,15 215679 BLD 00,Building Additions/Alterations,"Sep 1, 2015",Inspection,31 BLOOR ST E
52,15 179184 BLD 00,Building Additions/Alterations,"Jun 24, 2015",Inspection,31 BLOOR ST E
53,15 179184 HVA 00,Mechanical(MS),"Jun 24, 2015",Permit Issued,31 BLOOR ST E
54,15 127227 BLD 00,Building Additions/Alterations,"Mar 16, 2015",Inspection,31 BLOOR ST E
55,15 127227 HVA 00,Mechanical(MS),"Mar 16, 2015",Permit Issued,31 BLOOR ST E
56,15 123268 BLD 00,Building Additions/Alterations,"Mar 3, 2015",Inspection,31 BLOOR ST E
57,15 123268 HVA 00,Mechanical(MS),"Mar 3, 2015",Permit Issued,31 BLOOR ST E
58,15 123268 PLB 00,Plumbing(PS),"Mar 3, 2015",Permit Issued,31 BLOOR ST E
59,14 268166 BLD 00,Building Additions/Alterations,"Dec 29, 2014",Permit Issued,31 BLOOR ST E
60,14 221115 FSU 01,Fire/Security Upgrade,"Dec 12, 2014",Revision Issued,31 BLOOR ST E
61,14 262571 BLD 00,Building Additions/Alterations,"Dec 10, 2014",Permit Issued,31 BLOOR ST E
62,14 262571 HVA 00,Mechanical(MS),"Dec 10, 2014",Permit Issued,31 BLOOR ST E
63,14 235797 BLD 00,Building Additions/Alterations,"Oct 10, 2014",Permit Issued,31 BLOOR ST E
64,14 235797 HVA 00,Mechanical(MS),"Oct 10, 2014",Permit Issued,31 BLOOR ST E
65,14 221115 FSU 00,Fire/Security Upgrade,"Sep 16, 2014",Inspection,31 BLOOR ST E
66,14 185897 HVA 00,Mechanical(MS),"Aug 1, 2014",Inspection,31 BLOOR ST E
67,14 161435 FSU 00,Fire/Security Upgrade,"May 27, 2014",Permit Issued,31 BLOOR ST E
68,13 271017 HVA 00,Mechanical(MS),"Nov 27, 2013",Inspection,31 BLOOR ST E
69,13 262246 BLD 00,Building Additions/Alterations,"Nov 7, 2013",Inspection,31 BLOOR ST E
70,13 262246 HVA 00,Mechanical(MS),"Nov 7, 2013",Inspection,31 BLOOR ST E
71,13 262246 PLB 00,Plumbing(PS),"Nov 7, 2013",Permit Issued,31 BLOOR ST E
72,13 150368 BLD 00,Building Additions/Alterations,"Apr 15, 2013",Inspection,31 BLOOR ST E
73,13 150368 PLB 00,Plumbing(PS),"Apr 15, 2013",Inspection,31 BLOOR ST E
0,22 236245 HVA 00,Mechanical(MS),"Jan 12, 2023",Permit Issued,33 BLOOR ST E
1,22 236245 PLB 00,Plumbing(PS),"Jan 12, 2023",Inspection,33 BLOOR ST E
2,22 147778 BLD 01,Building Additions/Alterations,"Dec 29, 2022",Revision Issued,33 BLOOR ST E
3,22 147778 HVA 01,Mechanical(MS),"Dec 29, 2022",Revision Issued,33 BLOOR ST E
4,22 236245 BLD 00,Building Additions/Alterations,"Dec 5, 2022",Permit Issued,33 BLOOR ST E
5,22 214146 HVA 00,Mechanical(MS),"Oct 13, 2022",Permit Issued,33 BLOOR ST E
6,22 214146 PLB 00,Plumbing(PS),"Oct 13, 2022",Permit Issued,33 BLOOR ST E
7,22 214146 BLD 00,Building Additions/Alterations,"Oct 12, 2022",Permit Issued,33 BLOOR ST E
8,22 147778 BLD 00,Building Additions/Alterations,"May 18, 2022",Permit Issued,33 BLOOR ST E
9,22 147778 HVA 00,Mechanical(MS),"May 18, 2022",Permit Issued,33 BLOOR ST E
10,22 147778 PLB 00,Plumbing(PS),"May 18, 2022",Permit Issued,33 BLOOR ST E
11,22 138461 BLD 00,Building Additions/Alterations,"Apr 29, 2022",Permit Issued,33 BLOOR ST E
12,22 138461 HVA 00,Mechanical(MS),"Apr 29, 2022",Permit Issued,33 BLOOR ST E
13,22 138461 PLB 00,Plumbing(PS),"Apr 29, 2022",Permit Issued,33 BLOOR ST E
14,21 125359 FSU 00,Fire/Security Upgrade,"Mar 11, 2021",Permit Issued,33 BLOOR ST E
15,20 207251 BLD 00,Building Additions/Alterations,"Oct 19, 2020",Inspection,33 BLOOR ST E
16,20 207251 HVA 00,Mechanical(MS),"Oct 19, 2020",Permit Issued,33 BLOOR ST E
17,20 162133 BLD 00,Building Additions/Alterations,"Jul 16, 2020",Inspection,33 BLOOR ST E
18,20 153536 SGN 00,Sign Permit,"Jun 8, 2020",Inspection,33 BLOOR ST E
19,18 110728 BLD 00,Building Additions/Alterations,"Jan 29, 2018",Permit Issued,33 BLOOR ST E
20,16 271605 HVA 00,Mechanical(MS),"Jan 3, 2017",Inspection,33 BLOOR ST E
21,16 115252 BLD 00,Building Additions/Alterations,"Feb 10, 2016",Permit Issued,33 BLOOR ST E
22,15 243496 HVA 00,Mechanical(MS),"Oct 30, 2015",Permit Issued,33 BLOOR ST E
23,15 243496 BLD 00,Building Additions/Alterations,"Oct 29, 2015",Permit Issued,33 BLOOR ST E
24,15 215679 HVA 00,Mechanical(MS),"Sep 3, 2015",Permit Issued,33 BLOOR ST E
25,15 215679 BLD 00,Building Additions/Alterations,"Sep 1, 2015",Inspection,33 BLOOR ST E
26,15 179184 BLD 00,Building Additions/Alterations,"Jun 24, 2015",Inspection,33 BLOOR ST E
27,15 179184 HVA 00,Mechanical(MS),"Jun 24, 2015",Permit Issued,33 BLOOR ST E
28,14 268166 BLD 00,Building Additions/Alterations,"Dec 29, 2014",Permit Issued,33 BLOOR ST E
29,14 235797 BLD 00,Building Additions/Alterations,"Oct 10, 2014",Permit Issued,33 BLOOR ST E
30,14 235797 HVA 00,Mechanical(MS),"Oct 10, 2014",Permit Issued,33 BLOOR ST E
31,14 185897 HVA 00,Mechanical(MS),"Aug 1, 2014",Inspection,33 BLOOR ST E
32,14 185897 BLD 00,Building Additions/Alterations,"Jul 11, 2014",Inspection,33 BLOOR ST E
33,13 271017 HVA 00,Mechanical(MS),"Nov 27, 2013",Inspection,33 BLOOR ST E
0,18 158479 FSU 00,Fire/Security Upgrade,"Jun 13, 2018",Permit Issued,35 BLOOR ST E
1,14 161435 FSU 00,Fire/Security Upgrade,"May 27, 2014",Permit Issued,35 BLOOR ST E
0,16 262068 BLD 00,Building Additions/Alterations,"Dec 9, 2016",Inspection,44 BLOOR ST E
0,23 114655 HVA 00,Mechanical(MS),"Feb 17, 2023",Permit Issued,50 BLOOR ST W
1,23 114655 PLB 00,Plumbing(PS),"Feb 17, 2023",Permit Issued,50 BLOOR ST W
2,23 114655 BLD 00,Building Additions/Alterations,"Feb 16, 2023",Permit Issued,50 BLOOR ST W
3,19 224751 PLB 01,Plumbing(PS),"May 5, 2020",Revision Issued,50 BLOOR ST W
4,20 119684 HVA 00,Mechanical(MS),"Mar 28, 2020",Inspection,50 BLOOR ST W
5,20 119684 PLB 00,Plumbing(PS),"Mar 28, 2020",Inspection,50 BLOOR ST W
6,20 119684 BLD 00,Building Additions/Alterations,"Mar 17, 2020",Inspection,50 BLOOR ST W
7,19 236135 BLD 00,Building Additions/Alterations,"Oct 15, 2019",Inspection,50 BLOOR ST W
8,19 236135 HVA 00,Mechanical(MS),"Oct 15, 2019",Inspection,50 BLOOR ST W
9,19 227326 BLD 00,Building Additions/Alterations,"Sep 26, 2019",Inspection,50 BLOOR ST W
10,19 227326 HVA 00,Mechanical(MS),"Sep 26, 2019",Inspection,50 BLOOR ST W
11,19 224751 BLD 00,Building Additions/Alterations,"Sep 20, 2019",Inspection,50 BLOOR ST W
12,19 224751 PLB 00,Plumbing(PS),"Sep 20, 2019",Inspection,50 BLOOR ST W
13,19 214143 HVA 00,Mechanical(MS),"Aug 30, 2019",Inspection,50 BLOOR ST W
14,19 208363 FSU 00,Fire/Security Upgrade,"Aug 20, 2019",Permit Issued,50 BLOOR ST W
15,19 166710 HVA 01,Mechanical(MS),"Aug 19, 2019",Revision Issued,50 BLOOR ST W
16,19 166710 PLB 01,Plumbing(PS),"Aug 12, 2019",Revision Issued,50 BLOOR ST W
17,19 166710 BLD 01,Building Additions/Alterations,"Aug 9, 2019",Revision Issued,50 BLOOR ST W
18,19 166710 HVA 00,Mechanical(MS),"Jun 12, 2019",Inspection,50 BLOOR ST W
19,19 166710 PLB 00,Plumbing(PS),"Jun 12, 2019",Inspection,50 BLOOR ST W
20,19 166710 BLD 00,Building Additions/Alterations,"Jun 10, 2019",Inspection,50 BLOOR ST W
21,19 162063 HVA 00,Mechanical(MS),"May 31, 2019",Inspection,50 BLOOR ST W
22,19 162063 BLD 00,Building Additions/Alterations,"May 30, 2019",Inspection,50 BLOOR ST W
23,19 151939 HVA 00,Mechanical(MS),"May 16, 2019",Inspection,50 BLOOR ST W
24,19 151939 BLD 00,Building Additions/Alterations,"May 15, 2019",Inspection,50 BLOOR ST W
25,19 144587 HVA 00,Mechanical(MS),"Apr 29, 2019",Inspection,50 BLOOR ST W
26,19 144587 BLD 00,Building Additions/Alterations,"Apr 26, 2019",Inspection,50 BLOOR ST W
27,19 118097 BLD 00,Building Additions/Alterations,"Mar 4, 2019",Inspection,50 BLOOR ST W
28,19 118097 HVA 00,Mechanical(MS),"Mar 4, 2019",Inspection,50 BLOOR ST W
29,19 118097 PLB 00,Plumbing(PS),"Mar 4, 2019",Inspection,50 BLOOR ST W
30,19 109534 BLD 00,Building Additions/Alterations,"Feb 5, 2019",Inspection,50 BLOOR ST W
31,19 110369 BLD 00,Building Additions/Alterations,"Feb 5, 2019",Inspection,50 BLOOR ST W
32,19 110348 BLD 00,Building Additions/Alterations,"Feb 4, 2019",Inspection,50 BLOOR ST W
33,19 110330 BLD 00,Building Additions/Alterations,"Jan 31, 2019",Inspection,50 BLOOR ST W
34,19 110352 BLD 00,Building Additions/Alterations,"Jan 31, 2019",Inspection,50 BLOOR ST W
35,18 265598 BLD 00,Building Additions/Alterations,"Dec 6, 2018",Inspection,50 BLOOR ST W
36,18 249480 FSU 00,Fire/Security Upgrade,"Nov 1, 2018",Inspection,50 BLOOR ST W
37,18 247285 HVA 00,Mechanical(MS),"Oct 25, 2018",Inspection,50 BLOOR ST W
38,18 242456 BLD 00,Building Additions/Alterations,"Oct 15, 2018",Permit Issued,50 BLOOR ST W
39,18 226356 BLD 00,Building Additions/Alterations,"Sep 18, 2018",Inspection,50 BLOOR ST W
40,18 196244 BLD 00,Building Additions/Alterations,"Jul 20, 2018",Inspection,50 BLOOR ST W
41,18 193846 BLD 00,Building Additions/Alterations,"Jul 17, 2018",Inspection,50 BLOOR ST W
42,18 193846 HVA 00,Mechanical(MS),"Jul 17, 2018",Inspection,50 BLOOR ST W
43,18 192470 BLD 00,Building Additions/Alterations,"Jul 11, 2018",Inspection,50 BLOOR ST W
44,18 133550 FSU 00,Fire/Security Upgrade,"Apr 3, 2018",Inspection,50 BLOOR ST W
45,18 123438 BLD 00,Building Additions/Alterations,"Mar 6, 2018",Inspection,50 BLOOR ST W
46,18 120342 BLD 00,Building Additions/Alterations,"Feb 22, 2018",Inspection,50 BLOOR ST W
47,18 113486 FSU 00,Fire/Security Upgrade,"Feb 7, 2018",Permit Issued,50 BLOOR ST W
48,17 208812 HVA 01,Mechanical(MS),"Feb 6, 2018",Revision Issued,50 BLOOR ST W
49,17 235506 HVA 01,Mechanical(MS),"Nov 9, 2017",Revision Issued,50 BLOOR ST W
50,17 235506 HVA 00,Mechanical(MS),"Oct 6, 2017",Permit Issued,50 BLOOR ST W
51,17 208812 HVA 00,Mechanical(MS),"Aug 2, 2017",Inspection,50 BLOOR ST W
52,17 160699 HVA 00,Mechanical(MS),"May 23, 2017",Inspection,50 BLOOR ST W
53,17 160699 BLD 00,Building Additions/Alterations,"May 17, 2017",Inspection,50 BLOOR ST W
54,16 113285 BLD 00,Building Additions/Alterations,"Feb 5, 2016",Permit Issued,50 BLOOR ST W
55,13 176789 BLD 00,Building Additions/Alterations,"Jun 3, 2013",Permit Issued,50 BLOOR ST W
0,23 111181 BLD 00,Building Additions/Alterations,"Feb 7, 2023",Inspection,55 BLOOR ST W
1,23 111181 HVA 00,Mechanical(MS),"Feb 7, 2023",Permit Issued,55 BLOOR ST W
2,23 111181 PLB 00,Plumbing(PS),"Feb 7, 2023",Permit Issued,55 BLOOR ST W
3,23 106776 HVA 00,Mechanical(MS),"Jan 25, 2023",Permit Issued,55 BLOOR ST W
4,23 106776 PLB 00,Plumbing(PS),"Jan 25, 2023",Permit Issued,55 BLOOR ST W
5,23 106776 BLD 00,Building Additions/Alterations,"Jan 24, 2023",Permit Issued,55 BLOOR ST W
6,22 104795 BLD 01,Building Additions/Alterations,"Jan 16, 2023",Revision Issued,55 BLOOR ST W
7,22 242194 SGN 00,Sign Permit,"Dec 23, 2022",Permit Issued,55 BLOOR ST W
8,22 242194 DST 00,Designated Structures,"Dec 23, 2022",Permit Issued,55 BLOOR ST W
9,22 188568 PLB 00,Plumbing(PS),"Aug 26, 2022",Permit Issued,55 BLOOR ST W
10,22 188568 BLD 00,Building Additions/Alterations,"Aug 25, 2022",Inspection,55 BLOOR ST W
11,22 188568 HVA 00,Mechanical(MS),"Aug 25, 2022",Permit Issued,55 BLOOR ST W
12,22 180635 BLD 00,Building Additions/Alterations,"Jul 26, 2022",Examiner's Notice Sent,55 BLOOR ST W
13,22 175768 PSA 00,Plumbing(PS),"Jul 20, 2022",Permit Issued,55 BLOOR ST W
14,22 162027 BLD 00,Building Additions/Alterations,"Jun 15, 2022",Inspection,55 BLOOR ST W
15,22 162027 HVA 00,Mechanical(MS),"Jun 15, 2022",Inspection,55 BLOOR ST W
16,22 162027 PLB 00,Plumbing(PS),"Jun 15, 2022",Permit Issued,55 BLOOR ST W
17,22 156864 BLD 00,Building Additions/Alterations,"Jun 9, 2022",Permit Issued,55 BLOOR ST W
18,22 133973 PLB 00,Plumbing(PS),"May 18, 2022",Inspection,55 BLOOR ST W
19,22 142817 BLD 00,Building Additions/Alterations,"May 13, 2022",Permit Issued,55 BLOOR ST W
20,22 142817 HVA 00,Mechanical(MS),"May 13, 2022",Permit Issued,55 BLOOR ST W
21,22 142817 PLB 00,Plumbing(PS),"May 13, 2022",Permit Issued,55 BLOOR ST W
22,22 133973 BLD 00,Building Additions/Alterations,"Apr 20, 2022",Inspection,55 BLOOR ST W
23,22 133973 HVA 00,Mechanical(MS),"Apr 20, 2022",Inspection,55 BLOOR ST W
24,22 104795 BLD 00,Building Additions/Alterations,"Jan 19, 2022",Permit Issued,55 BLOOR ST W
25,21 190865 BLD 00,Building Additions/Alterations,"Aug 13, 2021",Permit Issued,55 BLOOR ST W
26,21 190865 HVA 00,Mechanical(MS),"Aug 13, 2021",Permit Issued,55 BLOOR ST W
27,21 174494 HVA 00,Mechanical(MS),"Jun 28, 2021",Inspection,55 BLOOR ST W
28,21 174494 PLB 00,Plumbing(PS),"Jun 28, 2021",Inspection,55 BLOOR ST W
29,21 140608 HVA 00,Mechanical(MS),"Apr 15, 2021",Inspection,55 BLOOR ST W
30,21 140608 PLB 00,Plumbing(PS),"Apr 15, 2021",Inspection,55 BLOOR ST W
31,17 123207 HVA 04,Mechanical(MS),"Feb 25, 2021",Revision Issued,55 BLOOR ST W
32,17 123207 PLB 04,Plumbing(PS),"Feb 25, 2021",Revision Issued,55 BLOOR ST W
33,21 115492 HVA 00,Mechanical(MS),"Feb 12, 2021",Inspection,55 BLOOR ST W
34,21 115492 PLB 00,Plumbing(PS),"Feb 12, 2021",Inspection,55 BLOOR ST W
35,20 230594 BLD 00,Building Additions/Alterations,"Dec 18, 2020",Inspection,55 BLOOR ST W
36,19 162778 HVA 01,Mechanical(MS),"Dec 15, 2020",Revision Issued,55 BLOOR ST W
37,19 162778 BLD 01,Building Additions/Alterations,"Dec 11, 2020",Revision Issued,55 BLOOR ST W
38,19 162778 BLD 02,Building Additions/Alterations,"Dec 4, 2020",Revision Issued,55 BLOOR ST W
39,20 195543 HVA 00,Mechanical(MS),"Nov 12, 2020",Inspection,55 BLOOR ST W
40,20 208951 BLD 00,Building Additions/Alterations,"Oct 23, 2020",Inspection,55 BLOOR ST W
41,20 176213 BLD 00,Building Additions/Alterations,"Aug 5, 2020",Inspection,55 BLOOR ST W
42,18 184609 PLB 01,Plumbing(PS),"May 28, 2020",Revision Issued,55 BLOOR ST W
43,20 147731 HVA 00,Mechanical(MS),"May 25, 2020",Permit Issued,55 BLOOR ST W
44,20 147731 PLB 00,Plumbing(PS),"May 25, 2020",Permit Issued,55 BLOOR ST W
45,20 147731 BLD 00,Building Additions/Alterations,"May 22, 2020",Permit Issued,55 BLOOR ST W
46,20 109723 FSU 00,Fire/Security Upgrade,"Jan 29, 2020",Inspection,55 BLOOR ST W
47,17 277201 BLD 05,Building Additions/Alterations,"Dec 13, 2019",Revision Issued,55 BLOOR ST W
48,19 236803 FSU 00,Fire/Security Upgrade,"Oct 16, 2019",Permit Issued,55 BLOOR ST W
49,17 277201 BLD 04,Building Additions/Alterations,"Oct 11, 2019",Revision Issued,55 BLOOR ST W
50,19 152572 PSA 01,Plumbing(PS),"Sep 10, 2019",Revision Issued,55 BLOOR ST W
51,19 183656 MSA 01,Mechanical(MS),"Sep 10, 2019",Revision Issued,55 BLOOR ST W
52,19 183656 MSA 00,Mechanical(MS),"Jul 5, 2019",Inspection,55 BLOOR ST W
53,19 170310 BLD 00,Building Additions/Alterations,"Jun 12, 2019",Inspection,55 BLOOR ST W
54,19 162778 BLD 00,Building Additions/Alterations,"May 30, 2019",Inspection,55 BLOOR ST W
55,19 162778 HVA 00,Mechanical(MS),"May 30, 2019",Inspection,55 BLOOR ST W
56,17 123207 PLB 03,Plumbing(PS),"May 29, 2019",Revision Issued,55 BLOOR ST W
57,17 123207 HVA 03,Mechanical(MS),"May 29, 2019",Revision Issued,55 BLOOR ST W
58,19 152572 PSA 00,Plumbing(PS),"May 10, 2019",Inspection,55 BLOOR ST W
59,19 150287 BLD 00,Building Additions/Alterations,"May 7, 2019",Inspection,55 BLOOR ST W
60,19 150287 HVA 00,Mechanical(MS),"May 7, 2019",Inspection,55 BLOOR ST W
